policy,seed,traffic_model,tasks,edge_pct,cloud_pct,avg_latency,p95_latency,avg_energy,violation_pct,avg_edge_backlog,avg_cloud_backlog,edge_pred_mae,edge_naive_mae,cloud_pred_mae,cloud_naive_mae,arima_pred_mae,arima_naive_mae,burst_tasks,burst_violation_pct,burst_avg_latency,calm_tasks,calm_violation_pct,calm_avg_latency
edge_only,613,ramped,500,100.0,0.0,1.3724494383333328,3.505332458333332,0.26146960175000006,42.6,1.1781062139249636,0.0,0.39865729487200324,0.3194115854978355,0.02971916924610696,0.0,0.0,0.0,388,45.36082474226804,1.4554514604810993,112,33.035714285714285,1.0849067187499994
cloud_only,613,ramped,500,0.0,100.0,0.8277754309810187,2.3816710224739164,0.8833901563810577,15.0,0.0,0.07505266835016836,0.12418367149266121,0.0,0.09924877997251001,0.09600007118807118,0.0,0.0,388,18.298969072164947,0.9463295132077767,112,3.5714285714285716,0.41707021755260726
threshold,613,ramped,500,80.0,20.0,0.5776289772488151,2.316211190268703,0.518317736304472,12.4,0.20154443091630594,0.0369218354978355,0.23288833541294857,0.17187059343434344,0.1031650733771778,0.05977797835497836,0.0,0.0,388,14.175257731958762,0.64495320657124,112,6.25,0.34439861138184297
reactive,613,ramped,500,68.0,32.0,0.5629239571913043,1.6922048749999994,0.3648030790958732,4.0,0.5531783062770562,0.012902065416065417,0.40425048286053594,0.2886427633477634,0.032191894084452714,0.021919186628186628,0.0,0.0,388,4.896907216494846,0.6433227340080304,112,0.8928571428571429,0.2843996232190738
naive_persistence,613,ramped,500,66.8,33.2,0.5644063940322521,1.6922048749999994,0.3669392205285219,4.0,0.5529804861111111,0.013308678932178934,0.40951264984976765,0.29033639971139974,0.03300584572584832,0.022717175565175565,0.0,0.0,388,4.896907216494846,0.6455312808514214,112,0.8928571428571429,0.283366607551558
arima,613,ramped,500,66.8,33.2,0.5644063940322521,1.6922048749999994,0.3669392205285219,4.0,0.5529804861111111,0.013308678932178934,0.40951264984976765,0.29033639971139974,0.03300584572584832,0.022717175565175565,0.29189157554124256,0.29033639971139974,388,4.896907216494846,0.6455312808514214,112,0.8928571428571429,0.283366607551558
predictive,613,ramped,500,65.8,34.2,0.5607984232418024,1.6922048749999994,0.3689288083259029,3.8,0.5487812923881673,0.013480563732563733,0.4117515718978238,0.2915901695526696,0.03252542126739827,0.02271141798941799,0.0,0.0,388,4.896907216494846,0.6428733997566457,112,0.0,0.2764672546010953
edge_only,728,ramped,500,100.0,0.0,1.786179924166667,4.831342166666663,0.28262821125,49.0,1.7383157137834042,0.0,0.4087753047790457,0.3371732981715893,0.030270964035528116,0.0,0.0,0.0,381,48.818897637795274,1.6452057349081366,119,49.57983193277311,2.237534261204483
cloud_only,728,ramped,500,0.0,100.0,0.8482462126097673,2.3676529723159825,0.9078960663439553,15.4,0.0,0.07868370346929207,0.12648938543417107,0.0,0.10556536941622345,0.10195525058602907,0.0,0.0,381,20.20997375328084,0.9598050409925202,119,0.0,0.4910704679557435
threshold,728,ramped,500,79.6,20.4,0.6028014935059312,2.3077348985541355,0.5406371162639583,12.6,0.20105481979606188,0.04060907313642756,0.24536917855635465,0.18660065840365683,0.11229387481715328,0.06649092076887014,0.0,0.0,381,16.53543307086614,0.6694625855326685,119,0.0,0.3893739635715877
